"REF_DATE","GEO","DGUID","Statistic","Age of reference person","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household operations","Dollars","81","units","0","v54531053","1.1.2.12","4734","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Communications","Dollars","81","units","0","v54531054","1.1.2.13","2393","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Communications","Dollars","81","units","0","v54531054","1.1.2.13","2422","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Communications","Dollars","81","units","0","v54531054","1.1.2.13","2690","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Communications","Dollars","81","units","0","v54531054","1.1.2.13","2815","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household furnishings and equipment","Dollars","81","units","0","v54531055","1.1.2.14","2323","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household furnishings and equipment","Dollars","81","units","0","v54531055","1.1.2.14","1791","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household furnishings and equipment","Dollars","81","units","0","v54531055","1.1.2.14","2202","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household furnishings and equipment","Dollars","81","units","0","v54531055","1.1.2.14","2463","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household furnishings","Dollars","81","units","0","v54531056","1.1.2.15","1332","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household furnishings","Dollars","81","units","0","v54531056","1.1.2.15","1018","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household furnishings","Dollars","81","units","0","v54531056","1.1.2.15","1306","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household furnishings","Dollars","81","units","0","v54531056","1.1.2.15","1322","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household equipment","Dollars","81","units","0","v54531057","1.1.2.16","935","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household equipment","Dollars","81","units","0","v54531057","1.1.2.16","727","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household equipment","Dollars","81","units","0","v54531057","1.1.2.16","820","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household equipment","Dollars","81","units","0","v54531057","1.1.2.16","1075","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household appliances","Dollars","81","units","0","v54531058","1.1.2.17","360","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household appliances","Dollars","81","units","0","v54531058","1.1.2.17","280","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household appliances","Dollars","81","units","0","v54531058","1.1.2.17","466","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Household appliances","Dollars","81","units","0","v54531058","1.1.2.17","","F","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Clothing and accessories","Dollars","81","units","0","v54531059","1.1.2.18","3449","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Clothing and accessories","Dollars","81","units","0","v54531059","1.1.2.18","3211","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Clothing and accessories","Dollars","81","units","0","v54531059","1.1.2.18","3942","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Clothing and accessories","Dollars","81","units","0","v54531059","1.1.2.18","3165","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Transportation","Dollars","81","units","0","v54531064","1.1.2.23","12437","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Transportation","Dollars","81","units","0","v54531064","1.1.2.23","11556","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Transportation","Dollars","81","units","0","v54531064","1.1.2.23","13051","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Transportation","Dollars","81","units","0","v54531064","1.1.2.23","12580","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Private transportation","Dollars","81","units","0","v54531065","1.1.2.24","10911","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Private transportation","Dollars","81","units","0","v54531065","1.1.2.24","10106","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Private transportation","Dollars","81","units","0","v54531065","1.1.2.24","11452","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Private transportation","Dollars","81","units","0","v54531065","1.1.2.24","10754","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Public transportation","Dollars","81","units","0","v54531066","1.1.2.25","1526","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Public transportation","Dollars","81","units","0","v54531066","1.1.2.25","1450","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Public transportation","Dollars","81","units","0","v54531066","1.1.2.25","1599","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Public transportation","Dollars","81","units","0","v54531066","1.1.2.25","1826","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Health care","Dollars","81","units","0","v54531067","1.1.2.26","1300","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Health care","Dollars","81","units","0","v54531067","1.1.2.26","1505","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Health care","Dollars","81","units","0","v54531067","1.1.2.26","1640","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Health care","Dollars","81","units","0","v54531067","1.1.2.26","1560","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Direct health care costs to household","Dollars","81","units","0","v54531068","1.1.2.27","808","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Direct health care costs to household","Dollars","81","units","0","v54531068","1.1.2.27","972","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Direct health care costs to household","Dollars","81","units","0","v54531068","1.1.2.27","1055","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Direct health care costs to household","Dollars","81","units","0","v54531068","1.1.2.27","999","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Personal care","Dollars","81","units","0","v54531070","1.1.2.29","1377","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Personal care","Dollars","81","units","0","v54531070","1.1.2.29","1185","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Personal care","Dollars","81","units","0","v54531070","1.1.2.29","1214","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Personal care","Dollars","81","units","0","v54531070","1.1.2.29","1326","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreation","Dollars","81","units","0","v54531071","1.1.2.30","3169","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreation","Dollars","81","units","0","v54531071","1.1.2.30","3022","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreation","Dollars","81","units","0","v54531071","1.1.2.30","2983","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreation","Dollars","81","units","0","v54531071","1.1.2.30","3041","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational equipment and related services","Dollars","81","units","0","v54531072","1.1.2.31","1119","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational equipment and related services","Dollars","81","units","0","v54531072","1.1.2.31","953","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational equipment and related services","Dollars","81","units","0","v54531072","1.1.2.31","1094","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational equipment and related services","Dollars","81","units","0","v54531072","1.1.2.31","979","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Home entertainment equipment and services","Dollars","81","units","0","v54531073","1.1.2.32","279","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Home entertainment equipment and services","Dollars","81","units","0","v54531073","1.1.2.32","259","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Home entertainment equipment and services","Dollars","81","units","0","v54531073","1.1.2.32","284","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Home entertainment equipment and services","Dollars","81","units","0","v54531073","1.1.2.32","245","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational services","Dollars","81","units","0","v54531074","1.1.2.33","1285","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational services","Dollars","81","units","0","v54531074","1.1.2.33","1321","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational services","Dollars","81","units","0","v54531074","1.1.2.33","1139","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational services","Dollars","81","units","0","v54531074","1.1.2.33","1434","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531075","1.1.2.34","485","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531075","1.1.2.34","489","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531075","1.1.2.34","466","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Recreational vehicles and associated services","Dollars","81","units","0","v54531075","1.1.2.34","383","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Education","Dollars","81","units","0","v54531076","1.1.2.35","2511","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Education","Dollars","81","units","0","v54531076","1.1.2.35","4017","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Education","Dollars","81","units","0","v54531076","1.1.2.35","5032","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Education","Dollars","81","units","0","v54531076","1.1.2.35","3689","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Reading materials and other printed matter","Dollars","81","units","0","v54531077","1.1.2.36","122","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Reading materials and other printed matter","Dollars","81","units","0","v54531077","1.1.2.36","150","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Reading materials and other printed matter","Dollars","81","units","0","v54531077","1.1.2.36","114","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Reading materials and other printed matter","Dollars","81","units","0","v54531077","1.1.2.36","152","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Tobacco products, alcoholic beverages and cannabis for non-medical use","Dollars","81","units","0","v1234868169","1.1.2.359","1864","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531078","1.1.2.37","1291","","","t","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531078","1.1.2.37","1073","","","t","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Tobacco products and alcoholic beverages","Dollars","81","units","0","v54531078","1.1.2.37","1467","","","t","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Games of chance","Dollars","81","units","0","v54531079","1.1.2.38","76","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Games of chance","Dollars","81","units","0","v54531079","1.1.2.38","","F","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Games of chance","Dollars","81","units","0","v54531079","1.1.2.38","","F","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Games of chance","Dollars","81","units","0","v54531079","1.1.2.38","30","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Miscellaneous expenditures","Dollars","81","units","0","v54531080","1.1.2.39","1408","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Miscellaneous expenditures","Dollars","81","units","0","v54531080","1.1.2.39","1216","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Miscellaneous expenditures","Dollars","81","units","0","v54531080","1.1.2.39","1350","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Miscellaneous expenditures","Dollars","81","units","0","v54531080","1.1.2.39","1301","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Income taxes","Dollars","81","units","0","v54531081","1.1.2.40","9569","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Income taxes","Dollars","81","units","0","v54531081","1.1.2.40","8145","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Income taxes","Dollars","81","units","0","v54531081","1.1.2.40","8447","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Income taxes","Dollars","81","units","0","v54531081","1.1.2.40","7664","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531082","1.1.2.41","4024","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531082","1.1.2.41","3812","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531082","1.1.2.41","4267","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Personal insurance payments and pension contributions","Dollars","81","units","0","v54531082","1.1.2.41","4214","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531083","1.1.2.42","926","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531083","1.1.2.42","775","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531083","1.1.2.42","737","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Less than 30 years","Gifts of money, support payments and charitable contributions","Dollars","81","units","0","v54531083","1.1.2.42","662","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Total expenditure","Dollars","81","units","0","v54531084","1.1.3.1","88805","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Total expenditure","Dollars","81","units","0","v54531084","1.1.3.1","94415","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Total expenditure","Dollars","81","units","0","v54531084","1.1.3.1","94907","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Total expenditure","Dollars","81","units","0","v54531084","1.1.3.1","102165","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Total current consumption","Dollars","81","units","0","v54531085","1.1.3.2","66424","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Total current consumption","Dollars","81","units","0","v54531085","1.1.3.2","71395","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Total current consumption","Dollars","81","units","0","v54531085","1.1.3.2","71848","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Total current consumption","Dollars","81","units","0","v54531085","1.1.3.2","76912","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food expenditures","Dollars","81","units","0","v54531086","1.1.3.3","9061","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food expenditures","Dollars","81","units","0","v54531086","1.1.3.3","10237","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food expenditures","Dollars","81","units","0","v54531086","1.1.3.3","10365","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food expenditures","Dollars","81","units","0","v54531086","1.1.3.3","11524","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food purchased from stores","Dollars","81","units","0","v54531087","1.1.3.4","6316","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food purchased from stores","Dollars","81","units","0","v54531087","1.1.3.4","6928","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food purchased from stores","Dollars","81","units","0","v54531087","1.1.3.4","7052","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food purchased from stores","Dollars","81","units","0","v54531087","1.1.3.4","8231","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food purchased from restaurants","Dollars","81","units","0","v54531088","1.1.3.5","2746","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food purchased from restaurants","Dollars","81","units","0","v54531088","1.1.3.5","3309","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food purchased from restaurants","Dollars","81","units","0","v54531088","1.1.3.5","3313","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Food purchased from restaurants","Dollars","81","units","0","v54531088","1.1.3.5","3293","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Shelter","Dollars","81","units","0","v54531089","1.1.3.6","20760","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Shelter","Dollars","81","units","0","v54531089","1.1.3.6","21819","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Shelter","Dollars","81","units","0","v54531089","1.1.3.6","22118","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Shelter","Dollars","81","units","0","v54531089","1.1.3.6","24075","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Principal accommodation","Dollars","81","units","0","v54531090","1.1.3.7","19360","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Principal accommodation","Dollars","81","units","0","v54531090","1.1.3.7","20305","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Principal accommodation","Dollars","81","units","0","v54531090","1.1.3.7","20828","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Principal accommodation","Dollars","81","units","0","v54531090","1.1.3.7","22558","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Rented living quarters","Dollars","81","units","0","v54531091","1.1.3.8","4629","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Rented living quarters","Dollars","81","units","0","v54531091","1.1.3.8","4904","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Rented living quarters","Dollars","81","units","0","v54531091","1.1.3.8","5067","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Rented living quarters","Dollars","81","units","0","v54531091","1.1.3.8","5610","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Owned living quarters","Dollars","81","units","0","v54531092","1.1.3.9","12405","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Owned living quarters","Dollars","81","units","0","v54531092","1.1.3.9","13038","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Owned living quarters","Dollars","81","units","0","v54531092","1.1.3.9","13403","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Owned living quarters","Dollars","81","units","0","v54531092","1.1.3.9","14661","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531093","1.1.3.10","2325","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531093","1.1.3.10","2363","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531093","1.1.3.10","2358","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54531093","1.1.3.10","2288","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Other accommodation","Dollars","81","units","0","v54531094","1.1.3.11","1400","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Other accommodation","Dollars","81","units","0","v54531094","1.1.3.11","1514","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Other accommodation","Dollars","81","units","0","v54531094","1.1.3.11","1290","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Other accommodation","Dollars","81","units","0","v54531094","1.1.3.11","1516","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household operations","Dollars","81","units","0","v54531095","1.1.3.12","5435","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household operations","Dollars","81","units","0","v54531095","1.1.3.12","6076","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household operations","Dollars","81","units","0","v54531095","1.1.3.12","6229","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household operations","Dollars","81","units","0","v54531095","1.1.3.12","7139","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Communications","Dollars","81","units","0","v54531096","1.1.3.13","2284","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Communications","Dollars","81","units","0","v54531096","1.1.3.13","2444","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Communications","Dollars","81","units","0","v54531096","1.1.3.13","2576","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Communications","Dollars","81","units","0","v54531096","1.1.3.13","2776","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household furnishings and equipment","Dollars","81","units","0","v54531097","1.1.3.14","2449","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household furnishings and equipment","Dollars","81","units","0","v54531097","1.1.3.14","2794","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household furnishings and equipment","Dollars","81","units","0","v54531097","1.1.3.14","2788","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household furnishings and equipment","Dollars","81","units","0","v54531097","1.1.3.14","2694","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household furnishings","Dollars","81","units","0","v54531098","1.1.3.15","1094","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household furnishings","Dollars","81","units","0","v54531098","1.1.3.15","1242","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household furnishings","Dollars","81","units","0","v54531098","1.1.3.15","1267","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household furnishings","Dollars","81","units","0","v54531098","1.1.3.15","1158","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household equipment","Dollars","81","units","0","v54531099","1.1.3.16","1240","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household equipment","Dollars","81","units","0","v54531099","1.1.3.16","1437","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household equipment","Dollars","81","units","0","v54531099","1.1.3.16","1378","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household equipment","Dollars","81","units","0","v54531099","1.1.3.16","1410","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household appliances","Dollars","81","units","0","v54531100","1.1.3.17","565","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household appliances","Dollars","81","units","0","v54531100","1.1.3.17","681","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household appliances","Dollars","81","units","0","v54531100","1.1.3.17","617","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Household appliances","Dollars","81","units","0","v54531100","1.1.3.17","709","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Clothing and accessories","Dollars","81","units","0","v54531101","1.1.3.18","3806","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Clothing and accessories","Dollars","81","units","0","v54531101","1.1.3.18","4070","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Clothing and accessories","Dollars","81","units","0","v54531101","1.1.3.18","4088","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Clothing and accessories","Dollars","81","units","0","v54531101","1.1.3.18","4251","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Transportation","Dollars","81","units","0","v54531106","1.1.3.23","13063","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Transportation","Dollars","81","units","0","v54531106","1.1.3.23","13443","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Transportation","Dollars","81","units","0","v54531106","1.1.3.23","13950","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Transportation","Dollars","81","units","0","v54531106","1.1.3.23","13661","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Private transportation","Dollars","81","units","0","v54531107","1.1.3.24","11773","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Private transportation","Dollars","81","units","0","v54531107","1.1.3.24","11967","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Private transportation","Dollars","81","units","0","v54531107","1.1.3.24","12449","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Private transportation","Dollars","81","units","0","v54531107","1.1.3.24","12014","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Public transportation","Dollars","81","units","0","v54531108","1.1.3.25","1290","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Public transportation","Dollars","81","units","0","v54531108","1.1.3.25","1476","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Public transportation","Dollars","81","units","0","v54531108","1.1.3.25","1501","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Public transportation","Dollars","81","units","0","v54531108","1.1.3.25","1648","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Health care","Dollars","81","units","0","v54531109","1.1.3.26","1969","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Health care","Dollars","81","units","0","v54531109","1.1.3.26","2315","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Health care","Dollars","81","units","0","v54531109","1.1.3.26","2073","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Health care","Dollars","81","units","0","v54531109","1.1.3.26","2223","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","30 to 39 years","Direct health care costs to household","Dollars","81","units","0","v54531110","1.1.3.27","1186","","","","0"
